***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  MODELO DESSEM     - VERSAO 22.0.2 - Marco de 2026 (CPLEX)                         *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA ONS                                                                                                                                                   


____________________________________________________________________

  TE  PMO - ABRIL/26 - MAIO/26 - REV 2 - FCF COM CVAR - 12 REE - VALOR ESPERADO  - Data do Caso: 12/04/2026                                                       
____________________________________________________________________

-----------------------------
Titulacao das usinas Termicas                                                   
-----------------------------
----------------------------------------------------------------------------------------------------
IPER:            Indice do periodo.                                                                                                                                                                     
USIT:            Numero de cadastro da usina termoeletrica                                                                                                                                              
Nome Usit:       Nome da usina termoeletrica                                                                                                                                                            
NomeSist:        Nome do subsistema                                                                                                                                                                     
Gter:            Geracao Termoeletrica                                                                                                                                                                  
Ordem Merito:    Titulacao da usina termica por Ordem Merito                                                                                                                                            
Inflexibilidade: Titulacao da usina termica devido a inflexibilidade                                                                                                                                    
GERACAO UC:      Geracao da usina termica devido a restricoes de UC                                                                                                                                     
TOFF:            Montante de geracao das unidades que estao cumprindo tempo minimo desligada (TOFF).                                                                                                    
ORD.MER.TOTAL:   Indica que a usina esta na ordem de merito gerando o maximo .                                                                                                                          
----------------------------------------------------------------------------------------------------

-----;-----;--------------;--------;---------;------------;-----------------;------------;------------;-------------;
IPER ;USIT ;  Nome Usit   ;NomeSist;  Gter   ;Ordem Merito; Inflexibilidade ; GERACAO UC ;    TOFF    ;ORD.MER.TOTAL;
  -  ;  -  ;      -       ;   -    ;  (MW)   ;     MW     ;       MW        ;     MW     ;     -      ;      -      ;
-----;-----;--------------;--------;---------;------------;-----------------;------------;------------;-------------;
  42 ; 323 ; BONFIM       ; N      ;    10.00;      10.00 ;            5.00 ;       0.00 ;       0.00 ;     MAX     ;
  42 ; 324 ; CANTA        ; N      ;    10.00;      10.00 ;            5.00 ;       0.00 ;       0.00 ;     MAX     ;
  42 ; 326 ; JAGUATIRICA  ; N      ;    69.50;      69.50 ;            0.00 ;       0.00 ;     126.29 ;             ;
  42 ; 327 ; M.C. SUCUBA  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  42 ; 328 ; PALMAPLAN    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  42 ; 329 ; PAU RAINHA   ; N      ;     6.69;       6.69 ;            5.00 ;       0.00 ;       0.00 ;             ;
  42 ; 330 ; SANTA LUZ    ; N      ;     5.00;       5.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  42 ; 334 ; W ARJONA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  42 ; 383 ; ATLANTICO    ; SE     ;   350.00;       0.00 ;          350.00 ;       0.00 ;       0.00 ;             ;
  42 ; 434 ; W ARJONA 2   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 001 ; ANGRA 1      ; SE     ;   640.00;     640.00 ;          640.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 004 ; ST.CRUZ 34   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 012 ; CUIABA G CC  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 013 ; ANGRA 2      ; SE     ;  1350.00;    1350.00 ;         1350.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 015 ; LINHARES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 021 ; MARANHAO V   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 024 ; J.LACERDA C  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 025 ; J.LACERDA B  ; S      ;   220.00;       0.00 ;          220.00 ;       0.00 ;       0.00 ;             ;
  43 ; 026 ; J.LACERDA A1 ; S      ;    40.00;       0.00 ;           40.00 ;       0.00 ;       0.00 ;             ;
  43 ; 027 ; J.LACERDA A2 ; S      ;   100.00;       0.00 ;          100.00 ;       0.00 ;       0.00 ;             ;
  43 ; 035 ; URUGUAIANA   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 036 ; MARANHAO IV  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 043 ; TERMOBAHIA   ; NE     ;   165.00;       0.00 ;          165.00 ;       0.00 ;       0.00 ;             ;
  43 ; 046 ; N.VENECIA 2  ; N      ;   109.30;       0.00 ;            0.00 ;     109.30 ;       0.00 ;             ;
  43 ; 047 ; TERMORIO     ; SE     ;   110.00;       0.00 ;          110.00 ;       0.00 ;       0.00 ;             ;
  43 ; 048 ; ARAUCARIA    ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 049 ; VIANA        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 052 ; CAMPINA GDE  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 053 ; GLOBAL I     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 054 ; JUIZ DE FORA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 055 ; GLOBAL II    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 057 ; MARACANAU I  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 058 ; TERMOCEARA   ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 060 ; NORTEFLU     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 062 ; SEROPEDICA   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 063 ; IBIRITE      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 064 ; CANOAS       ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 067 ; TERMONE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 068 ; TRES LAGOAS  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 069 ; TERMOPB      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 070 ; GERAMAR II   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 073 ; GERAMAR I    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 083 ; VALE DO ACU  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 086 ; ST.CRUZ NOVA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 090 ; TERMOMACAE   ; SE     ;   675.00;       0.00 ;          675.00 ;       0.00 ;       0.00 ;             ;
  43 ; 096 ; TERMOPE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 097 ; CUBATAO      ; SE     ;   110.00;       0.00 ;          110.00 ;       0.00 ;       0.00 ;             ;
  43 ; 098 ; PERNAMBU_III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 106 ; ERB CANDEIAS ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 107 ; PAMPA SUL    ; S      ;   345.00;     345.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 108 ; XAVANTES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 110 ; N.PIRATININ  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 116 ; PARNAIBA IV  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 137 ; GNA I        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 140 ; MAUA 3       ; N      ;   264.00;     264.00 ;          264.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 144 ; PETROLINA    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 146 ; STA VITORIA  ; SE     ;    41.00;      41.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 147 ; PROSPERID. 1 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 149 ; SAO SEPE     ; S      ;     8.00;       8.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 151 ; POTIGUAR     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 152 ; TERMOCABO    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 153 ; DAIA         ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 156 ; CANDIOTA 3   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 161 ; POTIGUAR III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 162 ; PECEM II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 163 ; P. PECEM II  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 167 ; P. PECEM I   ; NE     ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
  43 ; 170 ; SUAPE II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 176 ; PORTO ITAQUI ; N      ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
  43 ; 182 ; PALMEIRAS GO ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 194 ; T.NORTE 2    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 201 ; APARECIDA    ; N      ;   120.00;     120.00 ;           95.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 203 ; PORAQUE      ; N      ;    68.00;      68.00 ;           50.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 204 ; JARAQUI      ; N      ;    63.00;      63.00 ;           50.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 205 ; PIRARUCU     ; N      ;    67.00;      67.00 ;           66.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 207 ; TUCUNARE     ; N      ;    67.00;      67.00 ;           66.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 209 ; TAMBAQUI     ; N      ;    63.00;      63.00 ;           56.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 211 ; BAIXADA FLU  ; SE     ;   530.00;     530.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 212 ; MARANHAO III ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 223 ; PROSPERID. 3 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 224 ; P. SERGIPE I ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 229 ; ONCA PINTADA ; SE     ;    50.00;      50.00 ;           30.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 235 ; C. MURICY 2  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 236 ; MARLIM AZUL  ; SE     ;   565.00;     565.00 ;          505.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 238 ; GNA II       ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 239 ; PARNAIBA V   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 241 ; PROSPERID. 2 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 245 ; KARKEY 013   ; SE     ;    31.00;       0.00 ;           31.00 ;       0.00 ;       0.00 ;             ;
  43 ; 246 ; KARKEY 019   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 248 ; PAULINIA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 249 ; PORSUD I     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 250 ; PORSUD II    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 251 ; POVOACAO 1   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 253 ; VIANA 1      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 254 ; B. BONITA I  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 322 ; BBF BALIZA   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 323 ; BONFIM       ; N      ;    10.00;      10.00 ;            5.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 324 ; CANTA        ; N      ;    10.00;      10.00 ;            5.00 ;       0.00 ;       0.00 ;     MAX     ;
  43 ; 326 ; JAGUATIRICA  ; N      ;    69.50;      69.50 ;            0.00 ;       0.00 ;     126.29 ;             ;
  43 ; 327 ; M.C. SUCUBA  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 328 ; PALMAPLAN    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 329 ; PAU RAINHA   ; N      ;     8.83;       8.83 ;            5.00 ;       0.00 ;       0.00 ;             ;
  43 ; 330 ; SANTA LUZ    ; N      ;     5.00;       5.00 ;            5.00 ;       0.00 ;       0.00 ;             ;
  43 ; 334 ; W ARJONA     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  43 ; 383 ; ATLANTICO    ; SE     ;   350.00;       0.00 ;          350.00 ;       0.00 ;       0.00 ;             ;
  43 ; 434 ; W ARJONA 2   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 001 ; ANGRA 1      ; SE     ;   640.00;     640.00 ;          640.00 ;       0.00 ;       0.00 ;     MAX     ;
  44 ; 004 ; ST.CRUZ 34   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 012 ; CUIABA G CC  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 013 ; ANGRA 2      ; SE     ;  1350.00;    1350.00 ;         1350.00 ;       0.00 ;       0.00 ;     MAX     ;
  44 ; 015 ; LINHARES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 021 ; MARANHAO V   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 024 ; J.LACERDA C  ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 025 ; J.LACERDA B  ; S      ;   220.00;       0.00 ;          220.00 ;       0.00 ;       0.00 ;             ;
  44 ; 026 ; J.LACERDA A1 ; S      ;    40.00;       0.00 ;           40.00 ;       0.00 ;       0.00 ;             ;
  44 ; 027 ; J.LACERDA A2 ; S      ;   100.00;       0.00 ;          100.00 ;       0.00 ;       0.00 ;             ;
  44 ; 035 ; URUGUAIANA   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 036 ; MARANHAO IV  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 043 ; TERMOBAHIA   ; NE     ;   165.00;       0.00 ;          165.00 ;       0.00 ;       0.00 ;             ;
  44 ; 046 ; N.VENECIA 2  ; N      ;   109.30;       0.00 ;            0.00 ;     109.30 ;       0.00 ;             ;
  44 ; 047 ; TERMORIO     ; SE     ;   110.00;       0.00 ;          110.00 ;       0.00 ;       0.00 ;             ;
  44 ; 048 ; ARAUCARIA    ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 049 ; VIANA        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 052 ; CAMPINA GDE  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 053 ; GLOBAL I     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 054 ; JUIZ DE FORA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 055 ; GLOBAL II    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 057 ; MARACANAU I  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 058 ; TERMOCEARA   ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 060 ; NORTEFLU     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 062 ; SEROPEDICA   ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 063 ; IBIRITE      ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 064 ; CANOAS       ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 067 ; TERMONE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 068 ; TRES LAGOAS  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 069 ; TERMOPB      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 070 ; GERAMAR II   ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 073 ; GERAMAR I    ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 083 ; VALE DO ACU  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 086 ; ST.CRUZ NOVA ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 090 ; TERMOMACAE   ; SE     ;   675.00;       0.00 ;          675.00 ;       0.00 ;       0.00 ;             ;
  44 ; 096 ; TERMOPE      ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 097 ; CUBATAO      ; SE     ;   110.00;       0.00 ;          110.00 ;       0.00 ;       0.00 ;             ;
  44 ; 098 ; PERNAMBU_III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 106 ; ERB CANDEIAS ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 107 ; PAMPA SUL    ; S      ;   345.00;     345.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  44 ; 108 ; XAVANTES     ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 110 ; N.PIRATININ  ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 116 ; PARNAIBA IV  ; N      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 137 ; GNA I        ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 140 ; MAUA 3       ; N      ;   264.00;     264.00 ;          264.00 ;       0.00 ;       0.00 ;     MAX     ;
  44 ; 144 ; PETROLINA    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 146 ; STA VITORIA  ; SE     ;    41.00;      41.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  44 ; 147 ; PROSPERID. 1 ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 149 ; SAO SEPE     ; S      ;     8.00;       8.00 ;            0.00 ;       0.00 ;       0.00 ;     MAX     ;
  44 ; 151 ; POTIGUAR     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 152 ; TERMOCABO    ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 153 ; DAIA         ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 156 ; CANDIOTA 3   ; S      ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 161 ; POTIGUAR III ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 162 ; PECEM II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 163 ; P. PECEM II  ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 167 ; P. PECEM I   ; NE     ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
  44 ; 170 ; SUAPE II     ; NE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 176 ; PORTO ITAQUI ; N      ;   240.00;       0.00 ;            0.00 ;     240.00 ;       0.00 ;             ;
  44 ; 182 ; PALMEIRAS GO ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 194 ; T.NORTE 2    ; SE     ;     0.00;       0.00 ;            0.00 ;       0.00 ;       0.00 ;             ;
  44 ; 201 ; APARECIDA    ; N      ;   120.00;     120.00 ;           95.00 ;       0.00 ;       0.00 ;     MAX     ;
  44 ; 203 ; PORAQUE      ; N      ;    68.00;      68.00 ;           50.00 ;       0.00 ;       0.00 ;     MAX     ;
  44 ; 204 ; JARAQUI      ; N      ;    63.00;      63.00 ;           50.00 ;       0.00 ;       0.00 ;     MAX     ;
  44 ; 205 ; PIRARUCU     ; N      ;    67.00;      67.00 ;           66.00 ;       0.00 ;       0.00 ;     MAX     ;
  44 ; 207 ; TUCUNARE     ; N      ;    67.00;      67.00 ;           66.00 ;       0.00 ;       0.00 ;     MAX     ;
  44 ; 209 ; TAMBAQUI     ; N      ;    63.00;      63.00 ;           56.00 ;       0.00 ;       0.00 ;     MAX     ;
